n,p,k,temperature,humidity,ph,soil_quality
51,61,68,35.44623634,36.41059246,6.5630337,Medium
128,52,48,27.84316314,75.26947483,6.46924228,Medium
70,16,30,21.82178627,39.19421324,7.221947415,Medium
132,51,64,20.25264106,77.52631096,6.732886593,Medium
104,13,66,22.38203592,52.23437071,6.429589279,Medium
65,78,50,36.20171954,72.72369466,6.078957969,Good
127,14,79,24.51080931,85.57694426,5.781896061,Poor
40,84,91,22.16660396,67.2083517,6.868024985,Medium
63,89,58,35.14718069,85.24194146,7.39991235,Medium
30,50,53,15.79800854,44.10146256,7.216221159,Medium
122,13,44,29.84895677,88.68802857,7.101532441,Poor
87,11,14,36.84079508,82.37088432,7.636359851,Poor
134,76,80,25.25209373,36.45440005,6.407388508,Medium
20,30,83,21.73295403,54.81238466,5.815600404,Medium
111,79,83,27.29272674,85.62177144,5.734482937,Medium
82,52,60,32.93692919,34.68692189,7.696527775,Medium
43,91,66,27.91513908,57.22576575,6.854617696,Medium
118,78,67,15.19097487,73.41562572,7.364824456,Good
32,18,45,16.9581139,32.0068386,6.731787665,Poor
130,93,19,33.03321058,75.16985424,6.416537112,Poor
117,37,59,24.99878337,51.67215467,5.960620197,Medium
30,35,46,34.61939578,44.96230899,7.469739193,Medium
119,91,29,31.23724785,64.55833506,5.646085046,Poor
70,92,22,29.53789586,62.659873,7.570535607,Poor
36,12,84,37.53437921,82.43635717,5.971529391,Poor
118,82,28,15.53305184,70.56017614,5.521921406,Medium
101,58,65,18.87585903,55.31186052,5.738963365,Medium
123,26,54,30.60939889,69.00830472,7.532070038,Poor
105,72,69,16.64570116,75.00888211,5.669526508,Medium
43,64,77,31.12426213,86.23971481,6.31705335,Medium
38,32,66,39.60302693,72.25569542,6.075728113,Medium
56,43,63,36.97020247,62.63234133,5.5847657,Medium
122,78,46,29.7729231,52.37880498,6.722373764,Medium
104,24,92,37.34941686,83.48901794,7.796165698,Poor
27,56,46,17.90670378,77.55117808,7.461917204,Medium
47,12,23,26.36735412,34.63087603,5.88845303,Poor
24,92,53,25.7169029,71.97247229,7.53392682,Poor
36,37,92,23.41118967,62.32497476,6.539125007,Medium
120,12,51,15.00503495,36.2186356,6.128476257,Medium
55,13,10,37.27572547,63.89765304,6.972703508,Medium
137,97,32,34.44266525,41.55035599,5.998398078,Poor
38,40,73,31.32143789,72.48869307,7.523199109,Medium
83,54,37,18.2241711,46.70767837,6.935623642,Good
110,68,13,24.45512834,39.02063602,5.812850328,Poor
136,54,50,38.10817493,34.91837514,6.812492408,Medium
117,84,69,30.42324013,59.44796777,6.673853398,Good
30,46,27,30.08526341,41.97808645,6.584347721,Medium
73,74,72,37.82816437,81.3076702,6.339444619,Medium
64,18,70,28.99584312,30.1800663,6.590672701,Medium
66,26,58,29.94058121,80.61832738,6.847826412,Medium
31,74,56,23.64289236,61.26554435,7.187209427,Medium
137,12,48,24.28602323,85.32873266,7.611113837,Poor
40,35,98,32.14017156,42.27667544,5.602083419,Medium
137,62,91,23.01088042,36.13642793,6.809491243,Poor
30,40,15,28.97769801,67.49749255,7.229540149,Medium
122,35,92,21.97991728,72.40364518,5.765774507,Poor
111,32,62,19.15313095,52.35510358,7.596444925,Medium
24,39,85,26.36006147,30.82081042,6.063476452,Medium
100,19,34,20.43615031,54.4177475,7.416663414,Medium
75,81,74,37.46235763,44.02721546,7.02261533,Good
39,98,14,22.59032415,50.84817848,6.786957165,Poor
60,73,74,29.93505239,60.40526752,7.499257458,Good
65,31,17,21.58604601,72.14050976,7.729239326,Medium
31,24,48,21.45048157,87.79351718,7.793400992,Poor
89,65,52,23.76590204,38.63999066,7.071546335,Medium
36,83,91,37.89686418,70.79396559,6.280001508,Medium
134,29,82,24.78744346,43.99268711,7.51180827,Poor
38,56,14,35.53166174,43.24228223,7.005001111,Medium
45,96,13,19.93245186,68.01324478,6.243657156,Medium
67,62,10,16.20423858,76.55997128,7.644438659,Medium
127,62,65,34.54194803,88.66722254,7.219595915,Medium
127,10,54,28.54687244,76.12984861,6.541503949,Medium
71,11,74,27.59314533,39.43889809,6.545328364,Medium
115,67,12,21.80514623,43.52415938,7.790635712,Medium
89,28,31,16.80792537,75.6833817,6.35953094,Medium
74,71,81,27.07150091,61.61927423,5.716385559,Medium
119,87,65,36.68065897,47.7244808,6.738691496,Good
121,81,27,18.00055034,58.30699478,7.535164316,Poor
94,21,34,38.22927198,84.89328129,6.844395508,Medium
52,35,57,21.86822701,75.33596206,7.324101187,Good
81,36,93,28.30465732,57.04186459,5.626188808,Medium
107,38,40,16.66270989,88.83323548,7.048807906,Medium
42,24,39,25.62616485,77.69247759,5.682146468,Medium
34,55,89,18.14744716,30.35225466,6.779620366,Medium
46,10,75,16.19934465,36.7420352,6.644865102,Medium
94,69,90,39.16394234,63.23812733,7.674890178,Medium
83,66,19,33.25236339,50.99725042,5.804668122,Medium
134,12,80,32.97644303,78.75352583,5.52183024,Poor
133,27,68,17.26374224,83.74122046,5.815915933,Poor
100,61,60,38.23376311,44.4390496,5.892624126,Medium
70,69,18,26.73671288,75.79714913,6.077096375,Medium
72,43,63,36.3071017,62.12384133,7.374704141,Good
97,98,71,15.31502753,53.51802243,6.366825919,Medium
110,69,90,22.45516203,77.20680311,7.433742452,Good
101,35,18,39.90117805,63.8954271,6.125447878,Medium
111,81,18,25.69595107,68.117043,7.479244572,Medium
70,28,33,37.21233847,33.73524336,5.518608019,Poor
66,31,48,23.19995871,65.15278072,7.649431582,Medium
130,42,84,28.13322831,48.0426763,7.215913209,Medium
23,47,17,36.35547665,59.59765352,6.449280103,Medium
26,44,34,30.14551401,43.32066304,6.827870544,Medium
128,76,75,33.12980857,66.86853923,7.645938581,Medium
54,92,19,20.72083011,38.84813025,6.839888733,Poor
67,19,33,18.89726094,37.37423501,6.025707604,Medium
92,24,89,20.75766109,41.3046838,6.817609976,Medium
91,20,92,27.32621616,79.04787253,7.504328776,Poor
135,99,68,35.02411912,32.01203634,7.77113495,Poor
64,33,40,23.84984626,73.77463389,6.843391519,Good
100,86,20,29.12039455,33.39045521,5.857983902,Poor
100,13,15,35.12031152,65.51143432,7.275030615,Medium
132,22,79,20.96941165,76.41350832,7.792896091,Poor
116,82,41,37.07439337,43.86437576,6.589362673,Good
115,66,48,38.82705781,41.75681685,6.382585364,Good
91,46,57,15.97425339,47.35068762,6.770751486,Good
38,57,22,16.47777775,71.9767965,5.878962214,Poor
82,80,68,17.27399297,45.2895952,7.733951784,Medium
57,10,76,34.41921021,60.10619971,7.428169777,Medium
86,69,65,19.73342363,38.06796601,5.759878635,Medium
78,21,50,33.14239966,57.67173624,7.673687444,Medium
88,30,65,26.03190175,67.48370846,7.668484752,Medium
32,20,44,35.90637523,34.3091356,6.227615924,Poor
66,53,47,35.21388532,78.92539758,6.924026745,Good
129,67,90,38.99156403,86.24615513,5.754734856,Poor
80,53,76,21.27594626,41.61286554,5.693640221,Medium
50,87,43,20.73097907,75.56596474,6.65412749,Good
138,43,85,15.78769938,48.80799974,5.614259559,Medium
99,34,97,25.26040239,70.60347724,7.512250703,Medium
133,13,79,26.47657922,48.40064432,7.634619376,Poor
115,73,20,39.11284584,81.74058797,5.654804746,Poor
41,99,36,35.76963235,50.82648512,5.608754862,Medium
112,25,57,19.16979295,80.92984189,6.009260988,Medium
105,19,33,34.96223407,75.96855432,7.638904225,Medium
62,75,27,19.45748202,41.77943475,7.268733642,Medium
86,44,36,16.94412675,39.41718486,7.055944911,Medium
73,92,63,35.92706879,76.77935308,7.285598583,Medium
29,15,64,39.39898955,53.41819525,5.958796598,Poor
61,28,30,17.20296361,86.96359016,6.090153235,Medium
83,68,68,35.34812191,86.57689588,6.230545863,Medium
40,62,43,36.48031622,71.60883784,6.891651601,Good
99,17,67,17.96888961,60.03482038,6.898906151,Medium
95,87,57,22.08133679,41.69803847,5.979797772,Medium
85,19,63,33.34151598,82.94356418,6.504472498,Medium
60,76,27,35.19325699,34.91987726,7.087045744,Medium
43,47,12,23.84935305,52.22107661,6.212124368,Medium
54,38,33,18.99823499,49.15317063,5.673597281,Medium
75,24,10,31.2086119,87.50572975,5.953996952,Poor
49,96,15,32.54921508,37.08695559,5.878891925,Poor
76,32,28,27.59019635,83.4089998,6.953468415,Medium
113,91,95,18.62352669,57.38607792,5.657662671,Poor
66,55,52,36.11216861,32.84993452,7.534924023,Medium
54,92,17,31.13164898,73.73198115,5.694090419,Poor
38,37,78,36.72910622,36.05275574,6.875192398,Medium
133,35,61,38.32422686,44.2202447,7.637925061,Medium
27,19,82,35.14244639,77.9837301,5.643572736,Poor
45,56,56,38.96643536,39.28392054,6.381141217,Medium
132,13,94,38.85644364,49.52820259,6.254275324,Poor
123,64,37,30.48361388,51.65989739,6.29168018,Medium
90,75,55,33.20435255,65.32815413,6.88071637,Good
49,76,13,32.48521338,77.39599781,6.10283712,Medium
26,16,97,30.52840488,43.84867566,5.562842802,Poor
86,64,17,15.4838794,42.34697516,7.713232584,Medium
84,89,70,23.89766705,43.31415562,7.222184767,Good
55,40,26,17.50195784,52.89671245,5.810793462,Medium
44,83,43,22.50647775,62.10618975,6.546860763,Good
56,28,29,16.71412017,30.80669727,5.644259986,Poor
20,37,89,38.00078742,76.81785512,5.564069562,Medium
34,90,83,26.28324789,85.60297108,5.609276982,Poor
56,37,43,19.73411119,80.61117346,7.238288785,Medium
32,28,52,29.61948078,32.2310707,6.523325102,Poor
123,96,19,19.91127333,61.47028138,7.442112905,Poor
27,29,39,35.11100804,78.84162668,6.201994739,Medium
24,22,34,22.64797774,50.64686811,7.283239997,Medium
79,86,66,22.87251582,83.82224267,5.679249483,Medium
92,52,72,36.7487736,83.21278071,6.960748763,Medium
20,20,80,28.98007212,38.50227125,6.329384401,Poor
55,57,56,37.18255264,59.61784621,6.136467331,Good
54,24,93,25.32220075,31.54004896,7.374750917,Poor
85,26,90,23.59819241,46.91157647,5.619420875,Medium
82,63,12,27.65507493,78.71237028,7.68392236,Medium
123,59,55,16.53729178,88.50843634,7.306754801,Medium
42,37,45,18.85501928,84.79939538,6.31790133,Medium
28,92,35,20.48804089,32.55482219,7.78006588,Poor
53,13,19,35.41693207,85.60383151,5.96572525,Poor
65,31,43,33.34496892,79.35889061,6.425552231,Good
97,95,87,19.83268197,82.06215101,7.535222933,Poor
23,48,17,21.91868911,84.88960652,7.792656295,Poor
49,43,64,38.60654659,59.29079505,6.049959489,Good
114,53,19,17.14507406,42.67309763,7.209160835,Medium
121,51,66,28.68637745,31.26144521,6.20317746,Medium
94,49,88,28.0501748,31.41289624,7.262887143,Medium
118,21,95,33.14269543,68.55068537,5.788153234,Poor
91,11,54,21.53588441,50.23680536,6.273190848,Medium
22,37,59,38.36931627,59.75379914,5.672499047,Medium
33,83,73,25.26457204,37.88011062,6.631362917,Medium
79,95,11,22.14299018,88.53080197,7.113451271,Poor
96,90,54,23.42173542,37.79657998,6.370817003,Medium
64,99,71,23.71805872,56.68838062,6.913848928,Medium
115,76,23,19.97321034,56.60121199,6.808899553,Medium
53,80,83,38.201348,30.51831338,6.17757199,Medium
64,81,24,19.37187962,70.06787844,6.619589832,Medium
80,93,23,37.07081586,62.29263436,5.658743799,Poor
102,85,40,25.1232305,59.84977132,6.557800543,Good
121,90,38,21.73191209,79.0850903,6.553835837,Medium
35,19,36,19.96272382,44.4682312,5.566051195,Poor
85,95,94,27.60855825,81.66580859,6.681908471,Poor
59,66,18,31.73146357,81.88671978,7.196695432,Medium
36,95,29,37.45552576,79.61173895,6.540180002,Poor
138,46,67,31.31116459,50.4838665,6.985858699,Medium
53,86,88,27.09156226,39.75344639,6.724568228,Medium
125,73,97,15.83690161,58.51062656,7.305911182,Medium
35,88,58,37.88567264,45.5904635,6.68324711,Medium
121,95,66,37.55923107,33.13089272,6.262700732,Poor
79,49,25,24.46792418,46.76820072,7.40340817,Medium
85,69,84,15.72586657,58.1476987,5.655529254,Medium
85,57,17,33.33423879,36.76413261,6.165749366,Medium
109,28,76,34.79202192,86.66002403,6.860414193,Medium
32,81,28,28.56164574,69.36607087,7.468860989,Medium
75,42,76,25.07187463,38.18044387,5.665926226,Medium
130,53,45,36.27832095,78.72385205,5.720921745,Medium
50,46,98,19.81291042,85.68529775,6.149485549,Medium
53,98,69,25.98895473,45.76704427,6.292515495,Medium
58,45,45,15.61215277,38.59516545,7.440137964,Medium
86,90,20,19.1002632,49.34853018,7.7054774,Medium
27,97,60,38.52078087,79.93492798,5.539625982,Poor
106,30,89,29.45208126,40.50563357,5.535319056,Medium
97,11,64,35.13980824,76.76079521,7.489063756,Medium
139,40,63,27.16251035,72.97579571,5.811919039,Medium
74,39,26,35.87067745,69.08200245,6.280473171,Medium
46,85,71,28.47376277,55.99904996,6.132991113,Good
137,53,51,15.11344284,52.00621697,6.148296897,Medium
112,21,33,37.49247518,35.11547853,6.255761366,Medium
122,60,26,18.714153,51.44134712,6.272906223,Medium
72,58,57,26.26386903,66.11050837,6.926358431,Good
58,33,93,26.91685822,83.89255297,6.946203451,Medium
84,33,95,16.18090684,79.98747229,6.702651592,Medium
36,69,79,16.32675964,31.93294381,7.474645624,Medium
124,20,16,34.06379524,38.33177371,7.445045247,Poor
49,22,23,22.51126975,80.90927869,5.999600022,Poor
72,81,20,25.24070416,86.3591019,6.750370982,Medium
32,83,21,29.10281289,33.34853067,7.302825311,Poor
40,81,14,24.33465261,72.07512385,7.493810975,Medium
38,73,14,34.37593566,51.94398687,6.086927278,Medium
72,29,29,37.11161634,51.85741485,6.636430344,Medium
38,81,63,16.4929471,68.56015155,6.707562752,Medium
76,82,64,30.8850846,78.61296528,7.109168132,Good
44,80,67,22.94150019,46.49025305,6.259596245,Good
105,87,88,29.58188196,72.32126064,6.174939138,Good
50,37,99,27.09768295,68.15257853,7.122874217,Medium
100,11,39,23.34196303,61.0392397,6.418471612,Medium
74,52,33,17.37039116,66.14554493,5.509255079,Medium
42,17,96,28.98599779,31.08320297,7.657047132,Poor
51,22,82,17.81981416,30.2439558,5.84418464,Poor
81,94,12,18.9030022,63.026314,5.841858467,Poor
93,44,57,39.55438137,61.44650789,7.382241344,Good
29,32,80,22.91762976,34.28011232,6.271656511,Medium
119,55,31,29.61090474,59.5215796,6.254803205,Good
91,24,23,21.80579855,75.4517265,6.931509437,Medium
73,11,57,36.63773597,62.47214664,5.635788902,Medium
71,70,38,22.08350477,61.05685745,6.045011969,Good
39,85,59,24.17212879,73.07450724,5.622523676,Medium
51,73,89,30.20968945,40.31065242,6.170472222,Good
133,61,19,36.74966769,57.44883193,7.500839365,Poor
33,45,80,35.40535386,38.88287261,7.591464852,Poor
69,76,98,21.59649714,61.43041782,6.211704398,Medium
47,78,36,35.73887394,65.51648595,5.931449401,Medium
129,76,88,32.52988288,37.3003981,5.811134773,Poor
135,56,37,39.74571226,34.53091188,6.407163978,Medium
72,92,18,38.3861917,40.00401667,7.400734455,Medium
43,11,80,28.32841805,65.1802574,7.461125897,Medium
98,53,89,33.74821548,41.37714967,5.605634364,Medium
41,73,35,29.25449255,46.5145986,5.981226369,Medium
49,90,90,29.87488605,72.15275677,5.967291587,Medium
82,87,96,17.53752075,44.90068962,7.405389414,Medium
23,37,17,15.05614271,53.85161937,6.549472327,Medium
96,63,11,16.20465936,85.73072158,6.347309033,Medium
78,83,66,39.1657667,79.49979668,7.700193549,Medium
106,76,61,18.1567057,45.32833501,7.628321784,Medium
27,45,67,16.1097426,65.85454808,6.512245379,Medium
101,72,12,22.74110524,69.94826536,5.7951632,Medium
31,34,17,29.7044985,84.01449058,5.89330802,Poor
138,95,68,38.71151611,62.84803901,5.75779301,Poor
50,57,11,32.49718946,63.67721265,7.065158932,Medium
97,48,71,21.90882422,83.30683281,6.775780303,Medium
53,56,58,38.47645046,33.26290531,6.780282298,Medium
101,30,29,15.90102688,67.68847935,5.726269066,Medium
139,39,38,39.47635018,54.99895239,7.324532399,Medium
117,40,26,16.46601752,84.5858031,6.731817653,Medium
94,35,83,33.84624933,87.63241629,5.709229152,Medium
124,31,31,16.13243848,40.21483585,7.218400818,Medium
95,30,15,38.28903606,46.88810824,7.756985641,Medium
68,10,71,17.71664742,46.40747417,6.514715176,Medium
98,46,40,16.26197533,36.03765764,5.766005631,Medium
76,86,71,37.23162887,58.97663433,5.733218056,Medium
114,94,21,17.3948471,60.78488464,5.559522916,Poor
132,55,21,34.94828227,64.37869558,7.271915737,Medium
112,18,72,33.67586601,69.77750199,7.096202293,Medium
45,26,25,29.97195096,33.77504715,6.843750367,Poor
37,56,34,24.44906801,67.34901275,7.260947444,Medium
115,94,31,37.88951374,84.82855729,7.798384637,Poor
105,68,97,36.7770314,57.29945874,6.424250256,Medium
57,63,85,25.65617777,36.4027466,7.123363518,Medium
100,95,27,20.79312391,35.1566416,6.367471692,Poor
106,21,54,21.81429174,46.90513577,6.309733137,Medium
107,73,89,20.50808943,75.15147758,7.457116223,Good
69,15,77,28.53129907,45.65997932,6.821955225,Medium
27,62,21,36.71347071,78.85985474,5.777410528,Poor
60,25,58,34.34029918,79.17954882,6.428086795,Medium
25,99,42,34.8877615,57.42671028,7.332074935,Medium
88,14,95,26.20721229,48.04733057,7.661995674,Poor
63,82,72,23.06112079,65.86002916,6.913184696,Good
83,55,27,33.93389427,78.63180894,6.406691532,Medium
48,23,63,34.8324569,33.87424788,6.079559501,Medium
47,53,36,32.38384266,87.2054126,6.470654506,Medium
30,72,92,15.80267806,68.7540165,6.801005299,Medium
84,61,87,29.7421172,53.88886538,5.510158493,Medium
126,35,34,23.67614573,60.36115413,6.117958989,Medium
38,62,43,19.90481873,53.13554981,7.044486662,Medium
28,38,97,32.35988158,54.75666175,7.04842813,Medium
46,28,69,21.71315339,65.73699665,7.001915461,Medium
53,56,63,37.82102897,33.61442981,7.684867427,Medium
63,17,96,22.45197684,40.5226275,6.807655019,Medium
87,32,14,28.87951499,43.62237419,6.120374517,Medium
119,44,45,35.69405409,54.45085646,7.366709194,Good
101,62,63,25.05295845,52.26345177,6.395567889,Good
34,67,97,35.71644898,73.33227358,6.050368215,Medium
70,14,45,33.09240994,45.55076212,6.780522756,Medium
32,25,78,38.02164883,33.42432802,6.164779192,Poor
102,26,48,23.14586406,33.32653477,6.411168088,Medium
68,41,79,17.62570162,30.67878515,7.094262384,Medium
89,61,13,25.75873745,32.28156039,7.790680668,Poor
131,29,83,34.64533673,81.51964048,6.982882666,Poor
75,75,74,26.26087783,71.83457507,6.135903778,Good
95,93,94,21.54969825,89.75586995,5.708070743,Poor
70,91,49,15.69007944,31.21876369,6.332525553,Medium
56,10,46,22.82559507,80.94009306,5.544414577,Poor
36,67,76,32.83452778,71.76337976,6.568935891,Medium
77,92,40,18.69034391,68.42054589,7.017962664,Medium
106,53,90,23.52198451,51.39192754,6.677130746,Good
109,15,96,15.50578654,52.60364489,7.490149295,Medium
48,59,86,33.04387508,80.73367143,6.6363152,Medium
52,81,56,37.01707618,72.8090327,6.56347414,Good
79,97,36,29.21320794,70.21899482,6.212257514,Medium
110,29,60,15.64680265,31.83895971,7.426511519,Medium
108,23,29,20.44063281,41.05917814,7.578276944,Poor
139,14,22,25.96172838,87.75746761,7.749213094,Poor
74,50,72,29.68953051,57.26227499,7.756780691,Medium
29,49,53,27.40690856,76.88359381,7.75497434,Medium
66,43,33,37.89665116,53.35951357,7.137505503,Good
42,89,12,38.46590791,75.85937263,6.794101675,Medium
104,54,19,17.67881156,37.15275409,5.896392267,Poor
40,80,74,18.45977196,32.52768118,7.264245312,Medium
126,89,58,23.95137281,57.97059429,7.190224337,Medium
32,80,67,25.53087205,65.4987718,7.437524963,Medium
120,36,86,29.65166732,49.42211348,6.563637474,Good
52,87,87,34.32899374,72.96027768,7.552569354,Medium
43,87,11,18.39419264,59.74917893,7.152950993,Medium
127,53,75,35.0659924,85.69901085,5.893588277,Poor
30,42,40,30.25070784,35.09943105,5.975878089,Poor
36,42,77,39.52211152,33.99410186,7.372810698,Medium
87,53,92,31.27919195,84.30731113,6.47909484,Medium
66,29,46,32.90228762,70.14642797,6.072729777,Medium
44,45,82,19.88022166,70.26709729,6.471925952,Good
113,16,33,34.22154888,31.65331334,5.871168787,Poor
92,41,86,16.98165444,86.26051353,7.550994363,Medium
40,76,53,31.4132609,76.30950336,5.664540656,Medium
103,48,92,16.38932272,75.85888907,6.312455485,Medium
102,33,50,17.88064553,84.71577848,6.780936146,Medium
102,95,83,17.69665686,64.68918997,7.509384939,Medium
31,79,60,16.31210162,53.67998343,7.297562445,Medium
56,97,51,23.02847292,58.84075012,5.551574243,Medium
61,96,87,39.85881145,76.6344422,7.398070728,Medium
36,63,49,23.70563421,76.12379895,6.967676152,Medium
120,47,57,34.01939783,66.57519729,5.806701316,Medium
137,83,93,18.3079254,43.0848216,6.920198387,Medium
67,89,13,26.36227701,79.13304548,7.3811567,Medium
122,84,69,19.62789589,68.83449409,6.884857303,Medium
47,41,48,19.80242925,43.27572125,7.798037515,Medium
60,54,14,17.49225091,58.83866699,6.66610787,Medium
118,70,15,25.80110383,89.83237984,7.048201484,Medium
66,79,23,16.88837302,49.70279034,5.66185908,Medium
131,97,79,37.74528391,36.99363689,7.370355797,Poor
37,62,87,26.19750804,31.30004503,6.935436955,Medium
97,60,21,35.96415354,41.07794143,6.790858449,Medium
118,85,71,39.48661124,41.21797836,7.130260035,Good
127,65,36,31.94447947,81.48410669,6.789172452,Medium
124,36,63,37.53776893,39.36928495,7.262838255,Medium
90,47,99,18.38418801,81.75905651,6.842085865,Medium
124,71,21,35.74984115,35.20299051,6.696123815,Poor
32,27,17,21.78043333,84.39865799,5.810544815,Poor
101,73,83,26.81495097,45.38121012,6.585210758,Good
120,86,25,31.16456623,66.68988372,6.737939722,Medium
32,39,61,37.58858981,39.58363109,6.936519736,Medium
119,58,35,37.77484502,53.4033379,6.548551976,Good
50,50,17,17.30255943,35.14606828,5.837279915,Poor
21,22,54,24.11388722,64.77169226,5.845834028,Poor
35,43,93,34.82938017,50.75264919,7.158271824,Medium
28,34,90,32.57892223,81.12900502,7.021328672,Medium
92,75,28,15.65881113,40.9089887,6.096848439,Medium
57,27,26,26.24723513,46.79928387,6.525472468,Medium
94,14,74,35.73132738,40.63528064,6.20600267,Medium
73,28,38,33.44211093,63.82936681,5.91635257,Medium
75,51,23,25.29624481,36.70483103,6.25017623,Medium
105,27,26,33.37902806,41.36142032,6.104184855,Medium
116,41,22,28.78026773,70.70939661,5.689583526,Medium
119,30,72,37.81572495,34.46487159,6.660319117,Medium
128,19,42,29.67817936,74.58982033,6.537033322,Medium
106,46,38,25.01835447,36.26000935,7.143599159,Medium
64,58,46,36.57301561,65.12932558,6.926703038,Good
128,95,92,16.24672106,89.86856733,6.289769801,Poor
53,22,55,37.51276609,40.43357441,6.641499662,Medium
28,64,33,32.40867036,45.66517912,6.73299116,Medium
107,26,23,38.51514651,83.90559924,7.610361798,Poor
27,18,14,21.26262173,67.57719207,7.757896987,Poor
26,97,62,32.37303412,59.55187793,7.375748443,Medium
55,53,97,35.23658167,63.76230584,6.79284047,Medium
37,87,39,32.55256449,47.72972068,7.634645738,Medium
22,55,69,20.25834256,81.31930692,5.909659252,Poor
47,17,82,21.8897392,74.7161415,7.101940983,Medium
89,46,37,29.16855871,68.54798594,6.559075748,Good
127,28,35,26.16876507,85.90455589,5.832922523,Poor
63,72,27,33.37792971,64.68665163,5.67298297,Medium
40,55,45,24.46691729,60.71262651,6.605706225,Good
47,80,17,36.48701305,88.54160414,6.049629169,Medium
123,35,27,25.79801013,42.3608468,6.076164395,Medium
73,55,93,16.00103202,38.51809039,6.236498841,Medium
73,55,67,15.4341019,39.73697217,7.152237704,Medium
84,84,41,31.16856465,89.36652048,5.877406084,Medium
119,23,58,28.51382796,69.13506329,7.150378537,Medium
40,94,57,28.56861608,48.35537291,7.300232832,Medium
126,72,91,34.7502254,44.93866826,6.867304222,Medium
118,81,80,24.39300587,33.39831541,6.069382316,Medium
32,12,74,39.88617494,37.91683972,5.618524815,Poor
76,37,42,38.63825252,84.49035488,6.438273757,Medium
68,38,59,15.32404418,74.84046364,7.449124008,Good
137,96,13,37.3935692,86.49358407,5.734301614,Poor
73,27,93,32.01374126,55.42385619,7.213110774,Medium
29,44,45,27.55225842,66.07423476,6.576146558,Medium
72,86,37,29.56868685,59.02027554,7.567316071,Medium
63,85,12,36.04643408,82.88312379,6.319255627,Medium
66,56,15,38.7759348,89.48291323,7.120922314,Medium
72,14,54,29.00834062,85.96651246,7.202274566,Medium
93,84,32,19.53228618,65.88335087,5.95710594,Medium
65,68,16,30.9938496,33.70811863,5.863737929,Poor
32,84,70,16.90547421,67.05159678,5.713281639,Medium
56,68,74,30.87846842,35.82284529,7.11363939,Medium
121,56,15,35.21529506,38.32928842,6.760746046,Poor
43,22,33,23.83328591,41.48068189,5.699453177,Medium
21,87,46,16.77961061,51.80960526,6.209168547,Medium
105,98,54,32.30565321,65.50718902,5.827396765,Medium
100,42,60,23.48321875,50.01322045,5.713166353,Medium
119,71,97,21.2274163,57.13602644,6.187173679,Medium
33,88,54,32.22954397,32.83734199,5.721480828,Poor
29,25,72,39.23966172,67.18546804,6.098427803,Medium
54,53,38,33.63305944,69.42190593,6.771254083,Good
44,67,34,27.28375101,35.96340888,6.790079675,Medium
22,15,19,30.01276806,77.10702936,5.886405292,Poor
130,98,44,18.55697272,68.84757346,5.939331094,Poor
121,24,64,35.33033214,59.38376576,7.466434606,Medium
36,13,34,30.10737527,63.17159245,5.883950267,Poor
31,65,54,39.14575995,60.18274407,5.605205374,Medium
73,73,21,39.48708421,33.22757662,6.063087955,Medium
135,77,13,23.86466731,74.10896766,6.825780724,Medium
43,43,99,39.71364839,60.70863821,5.516616269,Medium
48,65,76,38.9208382,40.36943121,7.76547026,Medium
62,41,26,30.9957991,70.84385122,6.029896104,Medium
44,18,82,23.33661071,71.70393636,6.047670315,Medium
119,72,74,33.83350552,42.80972816,7.198820249,Good
79,81,91,21.78093078,77.78970436,6.0708119,Medium
109,87,62,30.74609742,57.39028355,6.411148164,Good
121,42,93,15.61454034,40.83657675,6.751012984,Medium
84,96,66,30.71456991,69.4572002,5.550306685,Medium
103,30,37,38.79020712,65.80361787,7.42577304,Good
138,64,25,20.87857607,40.22437955,6.677716791,Medium
47,85,30,34.45448717,82.34093399,6.219713652,Medium
35,66,86,22.33558875,81.27205996,6.419509244,Medium
66,11,51,32.69624372,80.17467527,5.628396861,Poor
100,22,63,32.49930925,53.95367154,7.151356537,Medium
123,13,41,19.61844354,79.47736649,6.740860118,Medium
111,93,47,29.92819776,80.6877185,7.602180315,Poor
77,59,79,36.47922383,89.79241633,6.567629732,Medium
95,57,47,24.56332674,87.45627709,7.405323523,Medium
46,87,63,32.75692378,52.9708401,5.933155652,Medium
137,39,69,31.86075088,41.89225499,5.62997154,Medium
72,38,86,21.43785005,47.54774357,7.681412285,Medium
61,17,86,37.96608899,59.6868736,6.0910036,Medium
78,21,56,29.0878021,78.32745803,7.417242567,Medium
66,50,21,23.88231642,73.37904334,6.091867556,Medium
113,35,62,19.10895939,77.26276553,5.858435899,Medium
124,59,42,26.83645881,52.79558238,7.184821058,Medium
53,11,37,33.25283595,44.81427866,7.290334099,Medium
56,64,12,30.59100674,31.44778042,7.440309292,Medium
25,65,91,33.17631399,67.57101732,7.48919797,Medium
26,23,35,34.79401881,77.70226415,6.611201747,Medium
115,15,63,26.02511916,83.34842965,6.42049885,Medium
115,90,49,28.0041546,58.574273,7.227228623,Good
136,98,75,39.66055279,85.65874669,6.809588517,Poor
44,70,77,39.2012849,42.1447237,7.72015354,Medium
52,21,98,25.37042812,60.86268739,6.364422826,Medium
74,22,99,32.12948811,42.82606469,5.598613721,Poor
77,28,56,21.68975446,41.28453076,6.855400517,Medium
26,53,11,18.81743864,87.20328792,6.312980078,Poor
